GameID,Season,Team1ID,Team2ID,Team1Seed,Team2Seed,Team1AvgScore,Team2AvgScore,Team1WinPct,Team2WinPct,ScoreDiff,WinPctDiff,SeedDiff,WinsDiff,GamesPlayedDiff,Team1Win
46,2010,3114,3328,11,3,66.84375,71.6969696969697,0.8125,0.696969696969697,-4.853219696969703,0.11553030303030298,-8,3,-1,0
57,2010,3124,3181,4,2,72.09375,71.59375,0.71875,0.84375,0.5,-0.125,-2,-4,0,1
12,2010,3151,3329,13,4,67.28125,72.21875,0.75,0.6875,-4.9375,0.0625,-9,2,0,0
61,2010,3163,3124,1,4,81.34375,72.09375,1.0,0.71875,9.25,0.28125,3,9,0,1
28,2010,3177,3435,11,6,68.0625,69.46875,0.65625,0.6875,-1.40625,-0.03125,-5,-1,0,0
50,2010,3181,3361,2,11,71.59375,65.38709677419355,0.84375,0.6774193548387096,6.206653225806448,0.16633064516129037,9,6,1,1
5,2010,3207,3265,5,12,68.03333333333333,68.18181818181819,0.8,0.7878787878787878,-0.14848484848485555,0.0121212121212122,7,-2,-3,1
51,2010,3208,3390,5,1,62.96774193548387,77.125,0.7419354838709677,0.96875,-14.157258064516128,-0.22681451612903225,-4,-8,-1,0
52,2010,3211,3462,7,3,80.93548387096774,71.75862068965517,0.8709677419354839,0.896551724137931,9.17686318131257,-0.025583982202447175,-4,1,2,0
3,2010,3214,3181,15,2,62.833333333333336,71.59375,0.6333333333333333,0.84375,-8.760416666666664,-0.2104166666666667,-13,-8,-2,0
10,2010,3216,3261,10,7,63.0,69.37931034482759,0.8709677419354839,0.6896551724137931,-6.379310344827587,0.18131256952169073,-3,7,2,0
39,2010,3234,3390,8,1,69.4375,77.125,0.59375,0.96875,-7.6875,-0.375,-7,-12,0,0
53,2010,3235,3163,4,1,65.92857142857143,81.34375,0.75,1.0,-15.41517857142857,-0.25,-3,-11,-4,0
26,2010,3241,3396,9,8,71.375,62.0625,0.8125,0.75,9.3125,0.0625,-1,2,0,0
38,2010,3246,3277,4,5,73.90625,67.41935483870968,0.78125,0.7096774193548387,6.48689516129032,0.07157258064516125,1,3,1,1
9,2010,3251,3246,13,4,65.24137931034483,73.90625,0.8275862068965517,0.78125,-8.664870689655174,0.04633620689655171,-9,-1,-3,0
4,2010,3256,3199,14,3,74.25806451612904,74.46666666666667,0.7419354838709677,0.8333333333333334,-0.20860215053762943,-0.09139784946236562,-11,-2,1,0
34,2010,3261,3181,7,2,69.37931034482759,71.59375,0.6896551724137931,0.84375,-2.214439655172413,-0.15409482758620685,-5,-7,-3,0
11,2010,3277,3132,5,12,67.41935483870968,73.72727272727273,0.7096774193548387,0.8181818181818182,-6.307917888563054,-0.10850439882697949,7,-5,-2,1
54,2010,3280,3199,7,3,70.29032258064517,74.46666666666667,0.6129032258064516,0.8333333333333334,-4.176344086021501,-0.22043010752688175,-4,-6,1,0
55,2010,3304,3246,1,4,77.4,73.90625,0.9666666666666667,0.78125,3.4937500000000057,0.18541666666666667,3,4,-2,0
21,2010,3320,3304,16,1,67.64516129032258,77.4,0.5161290322580645,0.9666666666666667,-9.75483870967743,-0.4505376344086022,-15,-13,1,0
56,2010,3323,3328,2,3,76.84375,71.6969696969697,0.84375,0.696969696969697,5.146780303030297,0.14678030303030298,1,4,-1,0
23,2010,3326,3384,2,15,77.8529411764706,68.96774193548387,0.8823529411764706,0.5483870967741935,8.885199240986722,0.33396584440227706,13,13,3,1
60,2010,3328,3246,3,4,71.6969696969697,73.90625,0.696969696969697,0.78125,-2.2092803030302974,-0.08428030303030298,1,-2,1,1
36,2010,3329,3208,4,5,72.21875,62.96774193548387,0.6875,0.7419354838709677,9.251008064516128,-0.05443548387096775,1,-1,1,0
13,2010,3343,3385,11,6,71.57142857142857,70.56666666666666,0.9285714285714286,0.8,1.0047619047619065,0.12857142857142856,-5,2,-2,0
8,2010,3353,3234,9,8,56.78125,69.4375,0.5625,0.59375,-12.65625,-0.03125,-1,-1,0,0
47,2010,3361,3452,11,3,65.38709677419355,63.27272727272727,0.6774193548387096,0.8484848484848485,2.1143695014662782,-0.17106549364613888,-8,-7,-2,1
18,2010,3380,3163,16,1,58.51724137931034,81.34375,0.7241379310344828,1.0,-22.82650862068966,-0.27586206896551724,-15,-11,-3,0
35,2010,3385,3199,6,3,70.56666666666666,74.46666666666667,0.8,0.8333333333333334,-3.9000000000000057,-0.033333333333333326,-3,-1,0,0
